year,state_abbr,state_name,state_fips,region,division,total_pop_15to64,female_pop_15to64,male_pop_15to64,total_prison_pop,female_prison_pop,male_prison_pop
1963,NH,New Hampshire,33,Northeast,New England,,,,210,,
1962,NH,New Hampshire,33,Northeast,New England,,,,164,,
1961,NH,New Hampshire,33,Northeast,New England,,,,191,,
1960,NH,New Hampshire,33,Northeast,New England,,,,180,,
1955,NH,New Hampshire,33,Northeast,New England,,,,198,,
1950,NH,New Hampshire,33,Northeast,New England,,,,235,,
2024,NJ,New Jersey,34,Northeast,Middle Atlantic,6014780,2993880,3020900,12593,,
2023,NJ,New Jersey,34,Northeast,Middle Atlantic,6014780,2993880,3020900,13123,,
2022,NJ,New Jersey,34,Northeast,Middle Atlantic,6014780,2993880,3020900,12657,424,12233
2021,NJ,New Jersey,34,Northeast,Middle Atlantic,6051102,3011487,3039615,12506,454,12052
2020,NJ,New Jersey,34,Northeast,Middle Atlantic,6075411,3023730,3051681,12830,461,12369
2019,NJ,New Jersey,34,Northeast,Middle Atlantic,6087087,3033799,3053288,18613,701,17912
2018,NJ,New Jersey,34,Northeast,Middle Atlantic,6082722,3036466,3046256,19362,770,18592
2017,NJ,New Jersey,34,Northeast,Middle Atlantic,6076287,3037969,3038318,19585,774,18811
2016,NJ,New Jersey,34,Northeast,Middle Atlantic,6057120,3032611,3024509,19786,834,18952
2015,NJ,New Jersey,34,Northeast,Middle Atlantic,6045490,3032036,3013454,20489,908,19581
2014,NJ,New Jersey,34,Northeast,Middle Atlantic,6029198,3027504,3001694,21590,1019,20571
2013,NJ,New Jersey,34,Northeast,Middle Atlantic,6010495,3023585,2986910,22452,1025,21427
2012,NJ,New Jersey,34,Northeast,Middle Atlantic,5988493,3018005,2970488,23225,1061,22164
2011,NJ,New Jersey,34,Northeast,Middle Atlantic,5972846,3015586,2957260,23834,1072,22762
2010,NJ,New Jersey,34,Northeast,Middle Atlantic,5925458,2996940,2928518,25007,1136,23871
2009,NJ,New Jersey,34,Northeast,Middle Atlantic,5886739,2977942,2908797,25382,1206,24176
2008,NJ,New Jersey,34,Northeast,Middle Atlantic,5853568,2960533,2893035,25953,1299,24654
2007,NJ,New Jersey,34,Northeast,Middle Atlantic,5833578,2951774,2881804,26827,1410,25417
2006,NJ,New Jersey,34,Northeast,Middle Atlantic,5812670,2942189,2870481,27371,1428,25943
2005,NJ,New Jersey,34,Northeast,Middle Atlantic,5785414,2928225,2857189,27359,1449,25910
2004,NJ,New Jersey,34,Northeast,Middle Atlantic,5749430,2911302,2838128,26757,1470,25287
2003,NJ,New Jersey,34,Northeast,Middle Atlantic,5710017,2891525,2818492,27246,1517,25729
2002,NJ,New Jersey,34,Northeast,Middle Atlantic,5664535,2868540,2795995,27891,1586,26305
2001,NJ,New Jersey,34,Northeast,Middle Atlantic,5611348,2841923,2769425,28142,1628,26514
2000,NJ,New Jersey,34,Northeast,Middle Atlantic,5557361,2814671,2742690,29784,1650,28134
1999,NJ,New Jersey,34,Northeast,Middle Atlantic,5508419,2789591,2718828,31493,1862,29631
1998,NJ,New Jersey,34,Northeast,Middle Atlantic,5459765,2765768,2693997,31121,1653,29468
1997,NJ,New Jersey,34,Northeast,Middle Atlantic,5406133,2739243,2666890,28361,1404,26957
1996,NJ,New Jersey,34,Northeast,Middle Atlantic,5347457,2710049,2637408,27490,1281,26209
1995,NJ,New Jersey,34,Northeast,Middle Atlantic,5303534,2688187,2615347,27066,1307,25759
1994,NJ,New Jersey,34,Northeast,Middle Atlantic,5266773,2671023,2595750,24632,1168,23464
1993,NJ,New Jersey,34,Northeast,Middle Atlantic,5243793,2660259,2583534,23831,1133,22698
1992,NJ,New Jersey,34,Northeast,Middle Atlantic,5223983,2650771,2573212,22653,1095,21558
1991,NJ,New Jersey,34,Northeast,Middle Atlantic,5209549,2645107,2564442,23483,1107,22376
1990,NJ,New Jersey,34,Northeast,Middle Atlantic,5207709,2644119,2563590,21128,1041,20087
1989,NJ,New Jersey,34,Northeast,Middle Atlantic,5204500,2646651,2557849,19439,886,18553
1988,NJ,New Jersey,34,Northeast,Middle Atlantic,5224442,2660967,2563475,16936,704,16232
1987,NJ,New Jersey,34,Northeast,Middle Atlantic,5210261,2657829,2552432,15969,587,15382
1986,NJ,New Jersey,34,Northeast,Middle Atlantic,5188867,2650670,2538197,12020,417,11603
1985,NJ,New Jersey,34,Northeast,Middle Atlantic,5142156,2631179,2510977,11335,388,10947
1984,NJ,New Jersey,34,Northeast,Middle Atlantic,5102189,2614529,2487660,10363,368,9995
1983,NJ,New Jersey,34,Northeast,Middle Atlantic,5057427,2595698,2461729,9192,342,8850
1982,NJ,New Jersey,34,Northeast,Middle Atlantic,5020667,2579400,2441267,8191,324,7867
1981,NJ,New Jersey,34,Northeast,Middle Atlantic,4988459,2567202,2421257,7011,286,6725
1980,NJ,New Jersey,34,Northeast,Middle Atlantic,4942177,2546853,2395324,5884,198,5686
1979,NJ,New Jersey,34,Northeast,Middle Atlantic,4919542,2535615,2383927,5852,188,5664
1978,NJ,New Jersey,34,Northeast,Middle Atlantic,4880586,2516943,2363643,5869,176,5693
1977,NJ,New Jersey,34,Northeast,Middle Atlantic,4839948,2495124,2344824,6017,,
1976,NJ,New Jersey,34,Northeast,Middle Atlantic,4810342,2479563,2330779,5635,,
1975,NJ,New Jersey,34,Northeast,Middle Atlantic,4770200,2460451,2309749,5682,,
1974,NJ,New Jersey,34,Northeast,Middle Atlantic,4734164,2441017,2293147,5219,,
1973,NJ,New Jersey,34,Northeast,Middle Atlantic,4698434,2422238,2276196,5357,,
1972,NJ,New Jersey,34,Northeast,Middle Atlantic,4661042,2402583,2258459,5279,,
1971,NJ,New Jersey,34,Northeast,Middle Atlantic,4587405,2366753,2220652,5272,,
1970,NJ,New Jersey,34,Northeast,Middle Atlantic,4503318,2325323,2177995,5704,,
1969,NJ,New Jersey,34,Northeast,Middle Atlantic,4419231,2283893,2135338,5382,,
1968,NJ,New Jersey,34,Northeast,Middle Atlantic,,,,5065,,
1967,NJ,New Jersey,34,Northeast,Middle Atlantic,,,,4614,,
1966,NJ,New Jersey,34,Northeast,Middle Atlantic,,,,4912,,
1965,NJ,New Jersey,34,Northeast,Middle Atlantic,,,,4839,,
1964,NJ,New Jersey,34,Northeast,Middle Atlantic,,,,4614,,
1963,NJ,New Jersey,34,Northeast,Middle Atlantic,,,,4594,,
1962,NJ,New Jersey,34,Northeast,Middle Atlantic,,,,4573,,
1961,NJ,New Jersey,34,Northeast,Middle Atlantic,,,,4572,,
1960,NJ,New Jersey,34,Northeast,Middle Atlantic,,,,4284,,
1955,NJ,New Jersey,34,Northeast,Middle Atlantic,,,,3782,,
1950,NJ,New Jersey,34,Northeast,Middle Atlantic,,,,3991,,
2024,NM,New Mexico,35,West,Mountain,1336602,658581,678021,5621,,
2023,NM,New Mexico,35,West,Mountain,1336602,658581,678021,5472,,
2022,NM,New Mexico,35,West,Mountain,1336602,658581,678021,4970,482,4488
2021,NM,New Mexico,35,West,Mountain,1340619,661045,679574,5154,519,4635
2020,NM,New Mexico,35,West,Mountain,1342830,662487,680343,5500,545,4955
2019,NM,New Mexico,35,West,Mountain,1341230,662768,678462,6723,677,6046
2018,NM,New Mexico,35,West,Mountain,1341358,664065,677293,7030,774,6256
2017,NM,New Mexico,35,West,Mountain,1345438,667168,678270,7276,784,6492
2016,NM,New Mexico,35,West,Mountain,1350901,671176,679725,7055,711,6344
2015,NM,New Mexico,35,West,Mountain,1353840,673690,680150,7104,706,6398
2014,NM,New Mexico,35,West,Mountain,1358995,676883,682112,7021,673,6348
2013,NM,New Mexico,35,West,Mountain,1366109,681406,684703,6931,655,6276
2012,NM,New Mexico,35,West,Mountain,1367915,683589,684326,6727,631,6096
2011,NM,New Mexico,35,West,Mountain,1369859,686264,683595,6998,632,6366
2010,NM,New Mexico,35,West,Mountain,1360659,682527,678132,6763,602,6161
2009,NM,New Mexico,35,West,Mountain,1344486,675438,669048,6363,588,5775
2008,NM,New Mexico,35,West,Mountain,1331816,669694,662122,6322,568,5754
2007,NM,New Mexico,35,West,Mountain,1322309,664248,658061,6466,576,5890
2006,NM,New Mexico,35,West,Mountain,1304618,655459,649159,6639,667,5972
2005,NM,New Mexico,35,West,Mountain,1283596,644288,639308,6571,666,5905
2004,NM,New Mexico,35,West,Mountain,1262440,634246,628194,6379,581,5798
2003,NM,New Mexico,35,West,Mountain,1240765,624041,616724,6223,576,5647
2002,NM,New Mexico,35,West,Mountain,1221473,615314,606159,5991,518,5473
2001,NM,New Mexico,35,West,Mountain,1200464,605232,595232,5668,517,5151
2000,NM,New Mexico,35,West,Mountain,1189290,600429,588861,5342,511,4831
1999,NM,New Mexico,35,West,Mountain,1178287,594750,583537,5174,369,4805
1998,NM,New Mexico,35,West,Mountain,1166559,588633,577926,5078,450,4628
1997,NM,New Mexico,35,West,Mountain,1149640,579644,569996,4688,374,4314
1996,NM,New Mexico,35,West,Mountain,1135776,572206,563570,4724,378,4346
1995,NM,New Mexico,35,West,Mountain,1109483,558809,550674,4078,278,3800
1994,NM,New Mexico,35,West,Mountain,1079915,543722,536193,3712,191,3521
1993,NM,New Mexico,35,West,Mountain,1045250,526637,518613,3498,206,3292
1992,NM,New Mexico,35,West,Mountain,1021379,514502,506877,3271,184,3087
1991,NM,New Mexico,35,West,Mountain,995041,501826,493215,3119,160,2959
1990,NM,New Mexico,35,West,Mountain,973538,491599,481939,3187,193,2994
1989,NM,New Mexico,35,West,Mountain,965989,488000,477989,3158,164,2994
1988,NM,New Mexico,35,West,Mountain,961370,485608,475762,2825,150,2675
1987,NM,New Mexico,35,West,Mountain,959564,484354,475210,2670,137,2533
1986,NM,New Mexico,35,West,Mountain,952480,480849,471631,2416,143,2273
1985,NM,New Mexico,35,West,Mountain,935475,472461,463014,2313,126,2187
1984,NM,New Mexico,35,West,Mountain,921512,465454,456058,2129,85,2044
1983,NM,New Mexico,35,West,Mountain,908130,458778,449352,1977,71,1906
1982,NM,New Mexico,35,West,Mountain,887070,448495,438575,1718,83,1635
1981,NM,New Mexico,35,West,Mountain,866812,438524,428288,1497,90,1407
1980,NM,New Mexico,35,West,Mountain,852524,431197,421327,1279,57,1222
1979,NM,New Mexico,35,West,Mountain,831724,420617,411107,1556,47,1509
1978,NM,New Mexico,35,West,Mountain,809050,409221,399829,1593,67,1526
1977,NM,New Mexico,35,West,Mountain,787264,398250,389014,1613,,
1976,NM,New Mexico,35,West,Mountain,761768,385843,375925,1220,,
1975,NM,New Mexico,35,West,Mountain,733098,371561,361537,999,,
1974,NM,New Mexico,35,West,Mountain,705798,357614,348184,902,,
1973,NM,New Mexico,35,West,Mountain,683006,346076,336930,726,,
1972,NM,New Mexico,35,West,Mountain,658945,334363,324582,597,,
1971,NM,New Mexico,35,West,Mountain,636668,323970,312698,642,,
1970,NM,New Mexico,35,West,Mountain,613383,313011,300372,742,,
1969,NM,New Mexico,35,West,Mountain,590112,302058,288054,857,,
1968,NM,New Mexico,35,West,Mountain,,,,850,,
1967,NM,New Mexico,35,West,Mountain,,,,892,,
1966,NM,New Mexico,35,West,Mountain,,,,912,,
1965,NM,New Mexico,35,West,Mountain,,,,1002,,
1964,NM,New Mexico,35,West,Mountain,,,,987,,
1963,NM,New Mexico,35,West,Mountain,,,,1178,,
1962,NM,New Mexico,35,West,Mountain,,,,1274,,
1961,NM,New Mexico,35,West,Mountain,,,,1243,,
1960,NM,New Mexico,35,West,Mountain,,,,1243,,
1955,NM,New Mexico,35,West,Mountain,,,,724,,
1950,NM,New Mexico,35,West,Mountain,,,,705,,
2024,NV,Nevada,32,West,Mountain,2074469,1013360,1061109,10613,,
2023,NV,Nevada,32,West,Mountain,2074469,1013360,1061109,10468,,
2022,NV,Nevada,32,West,Mountain,2074469,1013360,1061109,10304,848,9456
2021,NV,Nevada,32,West,Mountain,2054010,1003008,1051002,10202,784,9418
2020,NV,Nevada,32,West,Mountain,2035526,994124,1041402,11249,971,10278
2019,NV,Nevada,32,West,Mountain,2009794,982565,1027229,12840,1239,11601
2018,NV,Nevada,32,West,Mountain,1975686,967117,1008569,13641,1292,12349
2017,NV,Nevada,32,West,Mountain,1943320,952628,990692,13721,1280,12441
2016,NV,Nevada,32,West,Mountain,1915638,940154,975484,13757,1267,12490
2015,NV,Nevada,32,West,Mountain,1889781,928455,961326,13071,1166,11905
2014,NV,Nevada,32,West,Mountain,1866280,917252,949028,12537,1085,11452
2013,NV,Nevada,32,West,Mountain,1847775,907991,939784,13056,1085,11971
2012,NV,Nevada,32,West,Mountain,1836870,902331,934539,12883,1038,11845
2011,NV,Nevada,32,West,Mountain,1825681,897092,928589,12778,967,11811
2010,NV,Nevada,32,West,Mountain,1823206,895489,927717,12653,964,11689
2009,NV,Nevada,32,West,Mountain,1814957,890193,924764,12482,949,11533
2008,NV,Nevada,32,West,Mountain,1799051,881488,917563,12743,982,11761
2007,NV,Nevada,32,West,Mountain,1766597,865014,901583,13400,1179,12221
2006,NV,Nevada,32,West,Mountain,1713599,838241,875358,12839,1130,11709
2005,NV,Nevada,32,West,Mountain,1648737,805746,842991,11782,944,10838
2004,NV,Nevada,32,West,Mountain,1585126,774268,810858,11365,878,10487
2003,NV,Nevada,32,West,Mountain,1516430,739883,776547,10543,880,9663
2002,NV,Nevada,32,West,Mountain,1465300,713577,751723,10478,851,9627
2001,NV,Nevada,32,West,Mountain,1414123,686950,727173,10233,841,9392
2000,NV,Nevada,32,West,Mountain,1359458,659000,700458,10063,846,9217
1999,NV,Nevada,32,West,Mountain,1301707,630905,670802,9494,731,8763
1998,NV,Nevada,32,West,Mountain,1247266,604798,642468,9651,743,8908
1997,NV,Nevada,32,West,Mountain,1189500,576922,612578,9024,695,8329
1996,NV,Nevada,32,West,Mountain,1119658,542813,576845,8325,612,7713
1995,NV,Nevada,32,West,Mountain,1064025,515548,548477,7713,530,7183
1994,NV,Nevada,32,West,Mountain,1006906,487806,519100,6993,441,6552
1993,NV,Nevada,32,West,Mountain,947063,459042,488021,6412,437,5975
1992,NV,Nevada,32,West,Mountain,912846,441988,470858,6049,438,5611
1991,NV,Nevada,32,West,Mountain,877889,424862,453027,5823,453,5370
1990,NV,Nevada,32,West,Mountain,820333,397002,423331,5322,406,4916
1989,NV,Nevada,32,West,Mountain,778833,376538,402295,5112,438,4674
1988,NV,Nevada,32,West,Mountain,738669,358234,380435,4881,342,4539
1987,NV,Nevada,32,West,Mountain,707300,343062,364238,4434,281,4153
1986,NV,Nevada,32,West,Mountain,679767,330018,349749,4551,225,4326
1985,NV,Nevada,32,West,Mountain,659996,320844,339152,3771,259,3512
1984,NV,Nevada,32,West,Mountain,643116,313053,330063,3488,228,3260
1983,NV,Nevada,32,West,Mountain,626818,305123,321695,3188,164,3024
1982,NV,Nevada,32,West,Mountain,614842,300029,314813,2753,119,2634
1981,NV,Nevada,32,West,Mountain,592963,289707,303256,2116,86,2030
1980,NV,Nevada,32,West,Mountain,567787,278127,289660,1839,100,1739
1979,NV,Nevada,32,West,Mountain,535002,262262,272740,1566,91,1475
1978,NV,Nevada,32,West,Mountain,499848,244838,255010,1350,76,1274
1977,NV,Nevada,32,West,Mountain,467888,228885,239003,1187,,
1976,NV,Nevada,32,West,Mountain,442553,216545,226008,953,,
1975,NV,Nevada,32,West,Mountain,419103,205180,213923,814,,
1974,NV,Nevada,32,West,Mountain,400389,196044,204345,749,,
1973,NV,Nevada,32,West,Mountain,378188,185214,192974,748,,
1972,NV,Nevada,32,West,Mountain,359600,176269,183331,646,,
1971,NV,Nevada,32,West,Mountain,337957,166001,171956,635,,
1970,NV,Nevada,32,West,Mountain,318722,156803,161919,690,,
1969,NV,Nevada,32,West,Mountain,299493,147610,151883,665,,
1968,NV,Nevada,32,West,Mountain,,,,645,,
1967,NV,Nevada,32,West,Mountain,,,,608,,
1966,NV,Nevada,32,West,Mountain,,,,651,,
1965,NV,Nevada,32,West,Mountain,,,,622,,
1964,NV,Nevada,32,West,Mountain,,,,450,,
1963,NV,Nevada,32,West,Mountain,,,,442,,
1962,NV,Nevada,32,West,Mountain,,,,453,,
1961,NV,Nevada,32,West,Mountain,,,,431,,
1960,NV,Nevada,32,West,Mountain,,,,413,,
1955,NV,Nevada,32,West,Mountain,,,,373,,
1950,NV,Nevada,32,West,Mountain,,,,240,,
2024,NY,New York,36,Northeast,Middle Atlantic,12820276,6438037,6382239,32918,,
2023,NY,New York,36,Northeast,Middle Atlantic,12820276,6438037,6382239,32287,,
2022,NY,New York,36,Northeast,Middle Atlantic,12820276,6438037,6382239,31148,1188,29960
2021,NY,New York,36,Northeast,Middle Atlantic,13011064,6532058,6479006,30338,1105,29233
2020,NY,New York,36,Northeast,Middle Atlantic,13255107,6657687,6597420,34128,1291,32837
2019,NY,New York,36,Northeast,Middle Atlantic,13388715,6732022,6656693,43500,1928,41572
2018,NY,New York,36,Northeast,Middle Atlantic,13451681,6771614,6680067,46636,2092,44544
2017,NY,New York,36,Northeast,Middle Atlantic,13489535,6799386,6690149,49461,2277,47184
2016,NY,New York,36,Northeast,Middle Atlantic,13519634,6823474,6696160,50716,2274,48442
2015,NY,New York,36,Northeast,Middle Atlantic,13527856,6839238,6688618,51727,2354,49373
2014,NY,New York,36,Northeast,Middle Atlantic,13515107,6843443,6671664,52518,2326,50192
2013,NY,New York,36,Northeast,Middle Atlantic,13485467,6837398,6648069,53550,2357,51193
2012,NY,New York,36,Northeast,Middle Atlantic,13435478,6821715,6613763,54210,2247,51963
2011,NY,New York,36,Northeast,Middle Atlantic,13382046,6806434,6575612,55436,2312,53124
2010,NY,New York,36,Northeast,Middle Atlantic,13256726,6752059,6504667,56656,2218,54438
2009,NY,New York,36,Northeast,Middle Atlantic,13173380,6713302,6460078,58687,2489,56198
2008,NY,New York,36,Northeast,Middle Atlantic,13098211,6673985,6424226,60347,2587,57760
2007,NY,New York,36,Northeast,Middle Atlantic,13037039,6646248,6390791,62620,2754,59866
2006,NY,New York,36,Northeast,Middle Atlantic,12989389,6624864,6364525,63315,2859,60456
2005,NY,New York,36,Northeast,Middle Atlantic,12950008,6605222,6344786,62743,2802,59941
2004,NY,New York,36,Northeast,Middle Atlantic,12914536,6592247,6322289,63751,2789,60962
2003,NY,New York,36,Northeast,Middle Atlantic,12869758,6569625,6300133,65198,2914,62284
2002,NY,New York,36,Northeast,Middle Atlantic,12798838,6536129,6262709,67065,2996,64069
2001,NY,New York,36,Northeast,Middle Atlantic,12723405,6498760,6224645,67533,3133,64400
2000,NY,New York,36,Northeast,Middle Atlantic,12629529,6453705,6175824,70199,3280,66919
1999,NY,New York,36,Northeast,Middle Atlantic,12540578,6409705,6130873,72899,3620,69279
